age,gender,height,weight,bmi,calories_intake,exercise_type,intensity_level,duration_minutes,frequency_per_week,estimated_calorie_burn
29,female,1.94,84,22.3,3296,cardio+strength,medium,46,4,441
59,female,1.63,57,21.5,2526,yoga,low,20,3,81
60,female,1.73,109,36.4,3507,yoga,low,23,4,179
26,female,1.61,99,38.2,2627,cardio,high,29,5,492
19,male,1.67,73,26.2,3718,cardio+strength,high,51,5,638
15,female,1.82,42,12.7,2991,bodyweight,low,20,3,60
64,male,1.61,48,18.5,3707,yoga,low,26,2,89
48,female,1.83,59,17.6,2659,strength,low,20,4,84
41,female,1.51,106,46.5,1773,cardio,high,20,5,363
26,male,1.55,102,42.5,2284,cardio,high,21,5,367
51,female,1.78,107,33.8,3917,yoga,low,24,2,183
38,male,1.75,49,16.0,1553,strength,low,20,3,70
56,female,1.91,50,13.7,3417,yoga,low,20,4,71
18,female,1.73,93,31.1,3011,cardio,high,20,6,318
48,male,1.82,78,23.5,1819,cardio+strength,medium,31,3,276
21,male,1.72,64,21.6,2291,cardio+strength,medium,37,5,270
55,male,1.73,111,37.1,3200,yoga,low,21,4,166
51,female,1.79,94,29.3,1926,yoga,low,22,2,147
50,female,1.7,60,20.8,3686,yoga,medium,59,3,404
37,female,1.73,81,27.1,3022,cardio+strength,high,53,6,735
42,female,1.75,112,36.6,3734,cardio,high,23,6,441
64,female,1.63,97,36.5,3332,yoga,low,26,2,180
61,male,1.94,116,30.8,1566,yoga,low,28,2,232
34,male,1.6,68,26.6,2379,cardio+strength,medium,40,3,310
64,female,1.91,105,28.8,3778,yoga,low,29,4,217
24,male,1.47,85,39.3,2139,cardio,high,22,6,320
38,male,1.57,78,31.6,1876,cardio,high,29,6,387
51,male,1.82,81,24.5,3476,yoga,low,22,3,127
59,male,1.75,78,25.5,1653,yoga,low,29,3,161
20,male,1.91,82,22.5,2925,cardio+strength,medium,43,4,402
22,male,1.82,117,35.3,1546,cardio,high,30,6,601
18,female,1.71,80,27.4,3711,cardio+strength,high,58,4,795
35,male,1.53,90,38.4,3325,cardio,high,29,5,447
29,female,1.59,90,35.6,2106,cardio,high,22,6,339
20,female,1.74,46,15.2,3745,strength,low,20,5,65
31,male,1.65,95,34.9,2034,cardio,high,22,6,358
50,male,1.69,113,39.6,2303,yoga,high,28,4,542
62,male,1.57,74,30.0,3261,yoga,low,25,4,132
51,male,1.51,92,40.3,3234,yoga,low,25,3,164
27,female,1.62,43,16.4,2748,strength,low,20,3,61
37,female,1.76,96,31.0,1683,cardio,high,23,5,378
58,female,1.53,50,21.4,1960,yoga,low,20,2,71
54,male,1.88,76,21.5,1556,yoga,low,25,4,135
22,female,1.68,42,14.9,2859,strength,low,20,3,60
62,male,1.55,106,44.1,2559,yoga,low,28,3,212
54,male,1.8,42,13.0,3042,yoga,low,20,4,60
57,male,1.58,47,18.8,2663,yoga,low,23,4,77
54,female,1.48,41,18.7,1772,yoga,low,26,4,76
32,female,1.88,42,11.9,2698,strength,low,20,5,60
39,male,1.94,105,27.9,1907,cardio+strength,medium,35,4,420
53,male,1.54,104,43.9,3375,yoga,low,28,4,208
16,male,1.57,107,43.4,2748,bodyweight,low,25,3,191
46,female,1.82,42,12.7,2920,strength,low,20,4,60
37,female,1.57,104,42.2,2629,cardio,high,20,6,356
39,male,1.92,75,20.3,2423,cardio+strength,medium,29,4,248
40,male,1.49,88,39.6,3632,cardio,high,30,5,452
41,male,1.74,94,31.0,2779,cardio,high,29,6,467
43,male,1.55,57,23.7,3879,cardio+strength,high,57,6,556
27,male,1.6,107,41.8,2053,cardio,high,26,5,476
56,male,1.61,111,42.8,3683,yoga,low,21,2,166
35,male,1.81,80,24.4,3195,cardio+strength,high,53,5,726
43,female,1.53,64,27.3,1937,cardio+strength,medium,29,3,212
16,female,1.75,118,38.5,2445,bodyweight,low,29,3,244
29,male,1.79,85,26.5,1825,cardio+strength,medium,45,3,437
47,female,1.81,87,26.6,2253,cardio+strength,medium,37,4,367
45,male,1.53,68,29.0,1632,cardio+strength,medium,38,3,295
32,female,1.56,65,26.7,2337,cardio+strength,medium,32,3,237
43,female,1.79,98,30.6,2510,cardio,high,26,6,436
64,male,1.75,88,28.7,2781,yoga,low,26,4,163
62,male,1.71,97,33.2,3371,yoga,low,20,2,138
48,female,1.94,45,12.0,3784,strength,low,20,5,64
48,male,1.54,96,40.5,3130,cardio,high,24,6,394
44,male,1.66,118,42.8,1723,cardio,high,28,5,566
44,female,1.5,104,46.2,1963,cardio,high,22,5,392
40,female,1.61,43,16.6,2232,strength,low,20,4,61
52,male,1.89,51,14.3,2524,yoga,low,20,3,72
59,male,1.81,55,16.8,1873,yoga,low,20,2,78
60,female,1.77,50,16.0,3645,yoga,low,20,4,71
39,male,1.64,88,32.7,1679,cardio,high,22,6,331
51,male,1.53,58,24.8,2232,yoga,low,20,3,82
34,female,1.82,97,29.3,2682,cardio+strength,medium,35,3,388
23,male,1.45,72,34.2,1550,cardio,high,27,6,333
46,male,1.75,103,33.6,2474,cardio,high,23,6,406
44,female,1.67,116,41.6,3958,cardio,high,20,5,397
50,female,1.76,111,35.8,2350,yoga,high,20,2,380
24,male,1.78,44,13.9,2095,strength,low,20,3,62
57,female,1.62,51,19.4,1700,yoga,low,21,3,76
26,male,1.79,118,36.8,3936,cardio,high,29,5,586
44,female,1.92,51,13.8,2725,strength,low,20,4,72
38,female,1.86,94,27.2,3754,cardio+strength,high,42,5,676
45,male,1.51,75,32.9,2848,cardio,high,28,6,360
48,male,1.8,118,36.4,1738,cardio,high,21,5,424
45,female,1.66,80,29.0,2563,cardio+strength,medium,36,3,329
54,female,1.71,120,41.0,3538,yoga,low,27,2,231
54,male,1.8,64,19.8,1506,yoga,low,21,2,96
44,male,1.82,66,19.9,3198,cardio+strength,high,53,4,599
36,female,1.73,67,22.4,1546,cardio+strength,medium,31,4,237
31,male,1.6,104,40.6,3752,cardio,high,25,5,445
22,female,1.62,112,42.7,1619,cardio,high,22,5,422
36,female,1.91,101,27.7,3443,cardio+strength,high,41,6,709
23,female,1.53,98,41.9,3699,cardio,high,25,6,420
65,female,1.91,47,12.9,3634,yoga,low,20,3,67
51,female,1.73,42,14.0,2353,yoga,low,20,4,60
58,female,1.85,85,24.8,1771,yoga,low,22,3,133
16,female,1.94,120,31.9,3688,bodyweight,low,22,3,188
51,female,1.54,54,22.8,2762,yoga,low,25,4,96
17,female,1.66,103,37.4,2473,bodyweight,low,25,3,183
43,female,1.56,78,32.1,2216,cardio,high,21,6,280
65,male,1.84,51,15.1,3317,yoga,low,20,4,72
16,female,1.9,59,16.3,2279,bodyweight,low,20,3,84
36,female,1.82,107,32.3,2771,cardio,high,25,5,458
64,male,1.86,106,30.6,2043,yoga,low,23,4,174
17,female,1.64,106,39.4,1974,bodyweight,low,20,3,151
34,male,1.79,116,36.2,1856,cardio,high,25,6,497
17,male,1.71,79,27.0,1592,bodyweight,low,34,3,191
55,male,1.61,64,24.7,2673,yoga,low,24,4,109
35,female,1.79,74,23.1,2111,cardio+strength,medium,35,4,296
22,male,1.93,111,29.8,3605,cardio+strength,high,43,4,818
49,female,1.72,74,25.0,2079,cardio+strength,medium,34,3,287
25,male,1.61,83,32.0,3714,cardio,high,27,5,384
23,male,1.69,46,16.1,1933,strength,low,20,4,65
18,male,1.66,62,22.5,3941,cardio+strength,high,58,6,616
59,female,1.76,79,25.5,2861,yoga,low,23,4,129
63,male,1.94,99,26.3,3825,yoga,low,22,2,155
59,female,1.5,79,35.1,3406,yoga,low,27,2,152
29,male,1.88,118,33.4,2556,cardio,high,25,6,505
26,female,1.84,81,23.9,3356,cardio+strength,medium,55,4,509
19,female,1.51,101,44.3,3389,cardio,high,22,6,380
64,female,1.75,56,18.3,3580,yoga,low,20,2,80
40,male,1.61,49,18.9,2737,cardio+strength,medium,39,4,218
52,female,1.57,71,28.8,3744,yoga,low,22,3,111
39,male,1.62,115,43.8,3265,cardio,high,26,6,512
49,male,1.54,49,20.7,3851,cardio+strength,high,55,4,461
52,female,1.61,52,20.1,3323,yoga,low,22,3,81
40,male,1.75,116,37.9,3052,cardio,high,25,6,497
56,male,1.5,57,25.3,3878,yoga,low,30,2,122
63,male,1.78,97,30.6,3676,yoga,low,24,3,166
54,female,1.55,80,33.3,2727,yoga,low,29,4,165
34,female,1.81,84,25.6,1865,cardio+strength,medium,30,5,288
47,female,1.87,77,22.0,1755,cardio+strength,medium,36,3,316
15,female,1.5,76,33.8,1627,bodyweight,low,23,3,124
42,female,1.76,88,28.4,3163,cardio+strength,high,52,5,784
49,male,1.78,100,31.6,2069,cardio,high,23,6,394
38,female,1.53,56,23.9,2050,cardio+strength,medium,25,3,160
56,male,1.52,102,44.1,3288,yoga,low,22,2,160
23,female,1.88,117,33.1,3243,cardio,high,29,5,581
44,female,1.73,97,32.4,3075,cardio,high,25,5,415
26,female,1.75,113,36.9,3540,cardio,high,23,6,445
41,female,1.47,44,20.4,3827,cardio+strength,medium,55,6,276
38,male,1.74,50,16.5,2081,strength,low,20,4,71
44,male,1.71,118,40.4,1862,cardio,high,23,6,465
55,male,1.79,109,34.0,3874,yoga,low,24,4,186
18,female,1.72,41,13.9,3420,strength,low,20,5,58
47,female,1.74,82,27.1,3224,cardio+strength,high,51,5,716
33,male,1.47,116,53.7,2745,cardio,high,29,6,576
18,female,1.74,113,37.3,1711,cardio,high,30,6,581
62,male,1.59,50,19.8,2019,yoga,low,28,2,100
65,female,1.58,118,47.3,2650,yoga,low,24,3,202
15,male,1.75,115,37.6,2119,bodyweight,low,30,3,246
43,female,1.85,73,21.3,2467,cardio+strength,medium,40,3,333
48,male,1.62,50,19.1,2094,cardio+strength,medium,29,4,165
63,female,1.84,70,20.7,3302,yoga,low,30,2,150
28,female,1.48,73,33.3,1975,cardio,high,20,5,250
44,female,1.69,100,35.0,3681,cardio,high,23,6,394
58,female,1.69,58,20.3,3672,yoga,low,26,2,107
33,female,1.64,80,29.7,3671,cardio+strength,high,41,4,562
49,female,1.93,95,25.5,4000,cardio+strength,high,60,5,977
36,female,1.58,52,20.8,2545,cardio+strength,medium,37,4,219
64,male,1.82,115,34.7,2298,yoga,low,28,3,230
58,male,1.61,41,15.8,1534,yoga,low,20,2,58
15,female,1.5,53,23.6,3326,bodyweight,low,51,3,193
29,female,1.58,44,17.6,1597,strength,low,20,5,62
20,male,1.92,67,18.2,3955,strength,low,20,6,95
22,male,1.49,117,52.7,2032,cardio,high,26,5,521
22,male,1.58,99,39.7,1810,cardio,high,30,6,509
32,female,1.8,81,25.0,2554,cardio+strength,medium,35,3,324
32,male,1.64,82,30.5,1746,cardio,high,24,6,337
26,female,1.48,65,29.7,3999,cardio+strength,high,52,4,579
56,female,1.5,109,48.4,3266,yoga,low,23,4,179
56,male,1.91,73,20.0,1923,yoga,low,20,2,104
19,female,1.84,42,12.4,3538,strength,low,20,4,60
56,male,1.92,89,24.1,2591,yoga,low,22,4,139
36,female,1.74,105,34.7,3509,cardio,high,27,6,486
40,male,1.72,40,13.5,3074,strength,low,20,6,57
64,female,1.51,108,47.4,2970,yoga,low,25,4,192
34,female,1.48,51,23.3,2996,cardio+strength,medium,40,3,233
44,female,1.77,62,19.8,3771,cardio+strength,medium,41,5,290
57,male,1.6,89,34.8,1937,yoga,low,30,4,190
37,female,1.49,120,54.1,3293,cardio,high,23,5,473
17,male,1.46,115,54.0,2476,bodyweight,low,27,3,221
39,male,1.85,79,23.1,3546,cardio+strength,high,57,5,771
16,male,1.62,83,31.6,1675,bodyweight,low,26,3,154
22,male,1.85,106,31.0,3377,cardio,high,30,5,545
62,male,1.91,44,12.1,2079,yoga,low,20,3,62
56,male,1.69,119,41.7,1687,yoga,low,23,4,195
56,male,1.46,120,56.3,1704,yoga,low,24,2,205
44,male,1.87,48,13.7,1935,strength,low,20,3,68
46,male,1.48,65,29.7,3245,cardio+strength,high,50,6,557
58,female,1.61,113,43.6,3735,yoga,low,22,3,177
65,male,1.83,115,34.3,2210,yoga,low,25,2,205
22,female,1.52,93,40.3,2188,cardio,high,25,5,398
43,male,1.91,45,12.3,2046,strength,low,20,3,64
65,female,1.84,42,12.4,3494,yoga,low,20,2,60
15,male,1.54,51,21.5,3931,bodyweight,low,49,3,178
41,female,1.8,66,20.4,2086,cardio+strength,medium,33,4,248
41,male,1.92,118,32.0,1654,cardio,high,29,5,586
60,female,1.76,51,16.5,2733,yoga,low,20,3,72
41,male,1.73,64,21.4,1981,cardio+strength,medium,28,4,204
63,male,1.68,120,42.5,2352,yoga,low,24,2,205
27,male,1.85,100,29.2,3537,cardio+strength,high,45,4,771
57,male,1.48,86,39.3,2667,yoga,low,23,3,141
31,female,1.76,98,31.6,1677,cardio,high,21,5,352
49,male,1.53,43,18.4,3486,strength,low,20,6,61
22,male,1.9,96,26.6,3927,cardio+strength,high,58,5,954
41,male,1.82,81,24.5,2442,cardio+strength,medium,28,4,259
29,male,1.57,92,37.3,2319,cardio,high,26,5,410
19,female,1.74,46,15.2,3285,strength,low,20,4,65
28,female,1.54,87,36.7,2058,cardio,high,27,5,402
55,female,1.94,65,17.3,2875,yoga,low,20,2,92
17,male,1.59,54,21.4,3406,bodyweight,low,54,3,208
41,male,1.83,68,20.3,2708,cardio+strength,medium,30,3,233
51,male,1.49,106,47.7,3503,yoga,low,23,4,174
45,female,1.59,94,37.2,2510,cardio,high,23,6,370
42,male,1.9,115,31.9,2110,cardio,high,29,5,571
41,male,1.47,100,46.3,3565,cardio,high,20,6,342
48,female,1.69,52,18.2,3353,strength,low,20,5,74
30,male,1.73,41,13.7,3165,strength,low,20,4,58
23,female,1.6,51,19.9,1565,cardio+strength,medium,45,5,262
34,male,1.8,113,34.9,3890,cardio,high,20,6,387
44,male,1.89,91,25.5,2257,cardio+strength,medium,36,4,374
60,male,1.88,49,13.9,3076,yoga,low,20,4,70
36,male,1.6,74,28.9,3721,cardio+strength,high,58,4,735
65,male,1.76,82,26.5,1724,yoga,low,28,4,164
38,male,1.51,86,37.7,3406,cardio,high,29,5,427
38,female,1.54,111,46.8,1774,cardio,high,28,5,532
23,female,1.57,54,21.9,3459,cardio+strength,medium,58,6,357
28,male,1.61,74,28.5,3562,cardio+strength,high,53,5,672
18,male,1.64,97,36.1,3491,cardio,high,28,5,465
45,female,1.68,87,30.8,1768,cardio,high,23,6,343
20,male,1.65,62,22.8,2681,cardio+strength,medium,32,3,226
25,female,1.51,58,25.4,3532,cardio+strength,high,44,4,437
48,male,1.6,109,42.6,2040,cardio,high,27,6,504
41,female,1.82,42,12.7,2694,strength,low,20,3,60
19,male,1.89,69,19.3,3628,cardio+strength,high,60,5,709
41,female,1.78,81,25.6,3491,cardio+strength,high,58,6,805
59,female,1.68,112,39.7,2040,yoga,low,24,2,192
65,female,1.56,87,35.7,2680,yoga,low,20,2,124
37,female,1.68,61,21.6,2158,cardio+strength,medium,34,3,237
26,male,1.53,54,23.1,1668,cardio+strength,medium,40,5,246
23,female,1.58,63,25.2,2340,cardio+strength,medium,31,5,223
35,female,1.52,97,42.0,3711,cardio,high,22,6,365
22,male,1.65,103,37.8,2095,cardio,high,27,6,476
24,male,1.94,109,29.0,3578,cardio+strength,high,50,6,934
60,female,1.69,77,27.0,3849,yoga,low,30,2,165
51,female,1.62,54,20.6,3461,yoga,low,20,2,77
58,male,1.6,91,35.5,2402,yoga,low,27,3,175
20,female,1.48,64,29.2,3889,cardio+strength,high,56,4,614
65,female,1.55,50,20.8,3705,yoga,low,27,4,96
57,male,1.94,90,23.9,2296,yoga,low,27,3,173
53,male,1.9,86,23.8,3128,yoga,low,22,4,135
42,female,1.64,41,15.2,2665,strength,low,20,4,58
37,female,1.94,111,29.5,1858,cardio+strength,medium,31,4,393
62,female,1.85,76,22.2,2170,yoga,low,26,4,141
41,male,1.87,116,33.2,1852,cardio,high,22,5,437
34,female,1.94,107,28.4,2873,cardio+strength,medium,32,5,391
63,female,1.49,92,41.4,2619,yoga,low,26,2,170
50,female,1.81,57,17.4,2316,yoga,low,20,2,81
39,female,1.73,45,15.0,2736,strength,low,20,4,64
46,female,1.56,40,16.4,2130,strength,low,20,4,57
34,female,1.51,76,33.3,3208,cardio,high,22,6,286
59,male,1.46,75,35.2,3519,yoga,low,21,4,112
62,female,1.74,112,37.0,3286,yoga,low,24,4,192
58,female,1.94,55,14.6,3028,yoga,low,20,4,78
61,male,1.87,60,17.2,3882,yoga,low,20,2,85
24,female,1.68,57,20.2,2963,cardio+strength,medium,35,3,228
32,female,1.66,85,30.8,1699,cardio,high,24,6,349
48,male,1.71,120,41.0,2250,cardio,high,21,5,432
49,female,1.89,78,21.8,2611,cardio+strength,medium,36,3,320
49,female,1.86,41,11.9,2060,strength,low,20,4,58
38,female,1.66,60,21.8,1919,cardio+strength,medium,31,3,212
47,male,1.87,111,31.7,3653,cardio,high,28,5,532
41,female,1.91,54,14.8,2037,strength,low,20,3,77
45,female,1.61,86,33.2,2069,cardio,high,27,6,398
26,female,1.46,55,25.8,2410,cardio+strength,medium,34,5,213
24,male,1.6,66,25.8,2033,cardio+strength,medium,32,4,241
59,male,1.49,101,45.5,3266,yoga,low,20,2,144
21,male,1.85,105,30.7,3929,cardio,high,20,6,360
22,female,1.47,78,36.1,1542,cardio,high,21,5,280
53,male,1.74,65,21.5,2256,yoga,low,30,3,139
16,male,1.52,75,32.5,3874,bodyweight,low,25,3,133
37,male,1.88,118,33.4,2490,cardio,high,28,5,566
21,male,1.71,64,21.9,2654,cardio+strength,medium,35,5,256
15,male,1.91,104,28.5,3444,bodyweight,low,51,3,378
59,male,1.67,53,19.0,2240,yoga,low,25,3,94
42,male,1.71,92,31.5,1962,cardio,high,25,5,394
44,male,1.71,103,35.2,2979,cardio,high,24,5,423
20,female,1.7,89,30.8,2661,cardio,high,27,6,411
58,female,1.56,92,37.8,2690,yoga,low,26,2,170
19,female,1.92,87,23.6,2234,cardio+strength,medium,30,5,298
46,male,1.65,106,38.9,1848,cardio,high,21,5,381
40,female,1.8,53,16.4,2191,strength,low,20,3,75
38,male,1.62,116,44.2,3155,cardio,high,21,5,417
42,female,1.59,114,45.1,3931,cardio,high,24,6,469
37,female,1.78,91,28.7,3484,cardio+strength,high,56,5,873
24,female,1.5,72,32.0,3504,cardio,high,27,5,333
55,male,1.46,46,21.6,1779,yoga,low,27,4,88
16,male,1.64,81,30.1,2125,bodyweight,low,24,3,138
54,male,1.83,106,31.7,3516,yoga,low,27,2,204
33,female,1.7,73,25.3,3721,cardio+strength,high,50,6,625
49,male,1.93,44,11.8,3262,strength,low,20,4,62
39,female,1.61,88,33.9,3312,cardio,high,27,5,407
17,male,1.73,78,26.1,2172,bodyweight,low,40,3,222
42,male,1.61,89,34.3,3496,cardio,high,21,6,320
57,female,1.69,60,21.0,3575,yoga,low,20,3,85
31,female,1.75,88,28.7,2944,cardio+strength,medium,39,4,392
18,male,1.75,56,18.3,3000,strength,low,20,4,80
62,male,1.83,120,35.8,2897,yoga,low,26,2,222
42,female,1.95,92,24.2,2938,cardio+strength,medium,26,3,273
30,male,1.77,115,36.7,1847,cardio,high,21,6,414
22,female,1.53,108,46.1,2835,cardio,high,20,6,370
57,female,1.73,93,31.1,2592,yoga,low,20,4,132
45,male,1.94,88,23.4,3836,cardio+strength,high,52,5,784
51,male,1.85,52,15.2,2343,yoga,low,20,3,74
46,female,1.53,78,33.3,2988,cardio,high,26,5,347
46,male,1.87,108,30.9,2376,cardio,high,24,6,444
18,female,1.95,91,23.9,2425,cardio+strength,medium,32,5,332
52,male,1.75,74,24.2,1775,yoga,low,29,4,153
45,female,1.55,49,20.4,2736,cardio+strength,medium,34,4,190
57,female,1.55,91,37.9,2529,yoga,low,29,4,188
44,male,1.89,120,33.6,3614,cardio,high,22,6,452
28,female,1.58,108,43.3,3276,cardio,high,29,5,536
48,male,1.63,58,21.8,2484,cardio+strength,medium,29,4,192
42,female,1.61,48,18.5,2333,cardio+strength,medium,38,4,208
33,male,1.58,116,46.5,2467,cardio,high,26,5,517
22,male,1.55,71,29.6,2771,cardio+strength,medium,44,4,357
50,female,1.66,44,16.0,2327,yoga,low,20,2,62
32,male,1.46,75,35.2,3755,cardio,high,22,5,282
61,female,1.84,47,13.9,1843,yoga,low,20,3,67
53,female,1.88,92,26.0,2988,yoga,low,30,4,197
20,female,1.92,57,15.5,2466,strength,low,20,3,81
51,male,1.71,114,39.0,3651,yoga,low,24,3,195
20,male,1.75,80,26.1,2848,cardio+strength,medium,42,5,384
62,male,1.92,67,18.2,2090,yoga,low,20,2,95
26,male,1.93,96,25.8,3172,cardio+strength,high,48,6,789
18,female,1.72,54,18.3,2796,strength,low,20,5,77
42,female,1.79,75,23.4,2093,cardio+strength,medium,36,4,308
60,female,1.86,42,12.1,3981,yoga,low,20,2,60
62,male,1.8,70,21.6,2536,yoga,low,28,3,140
34,female,1.9,55,15.2,3690,strength,low,20,4,78
43,female,1.45,90,42.8,2546,cardio,high,24,5,370
63,male,1.6,60,23.4,3297,yoga,low,30,3,128
64,female,1.84,75,22.2,1828,yoga,low,27,3,144
62,female,1.91,82,22.5,3230,yoga,low,21,2,123
59,female,1.7,85,29.4,3223,yoga,low,29,4,176
50,female,1.68,43,15.2,1713,yoga,low,20,4,61
56,male,1.77,57,18.2,1512,yoga,low,20,3,81
27,female,1.61,50,19.3,1953,cardio+strength,medium,35,3,200
48,male,1.87,92,26.3,2808,cardio+strength,medium,39,4,410
62,male,1.58,115,46.1,2841,yoga,low,24,2,197
20,female,1.63,90,33.9,3045,cardio,high,29,5,447
16,male,1.91,118,32.3,2436,bodyweight,low,21,3,177
44,male,1.58,61,24.4,1703,cardio+strength,medium,37,4,257
53,female,1.52,87,37.7,2196,yoga,low,29,2,180
15,female,1.84,98,28.9,3524,bodyweight,low,43,3,301
29,male,1.55,74,30.8,2679,cardio,high,27,6,342
23,female,1.88,116,32.8,2382,cardio,high,24,5,477
41,male,1.65,58,21.3,1617,cardio+strength,medium,34,4,225
30,female,1.9,87,24.1,3887,cardio+strength,medium,60,5,596
20,male,1.68,81,28.7,3128,cardio+strength,high,46,6,638
39,female,1.82,72,21.7,1799,cardio+strength,medium,28,3,230
18,female,1.92,100,27.1,2951,cardio+strength,medium,31,3,354
31,female,1.6,90,35.2,3019,cardio,high,22,5,339
52,male,1.58,104,41.7,3518,yoga,low,25,3,185
23,male,1.61,107,41.3,3273,cardio,high,22,6,403
22,female,1.47,56,25.9,3544,cardio+strength,high,48,6,460
38,female,1.59,73,28.9,2580,cardio+strength,medium,35,4,292
25,female,1.82,102,30.8,2119,cardio,high,28,6,489
18,male,1.52,69,29.9,2250,cardio+strength,medium,31,4,244
31,male,1.8,95,29.3,1975,cardio+strength,medium,45,3,488
43,female,1.94,111,29.5,3487,cardio+strength,high,54,5,1027
22,male,1.51,51,22.4,2334,cardio+strength,medium,39,3,227
25,female,1.73,114,38.1,2369,cardio,high,29,5,566
48,male,1.66,49,17.8,2508,strength,low,20,4,70
58,male,1.89,43,12.0,2664,yoga,low,20,4,61
58,male,1.65,115,42.2,1934,yoga,low,25,2,205
16,male,1.68,101,35.8,3359,bodyweight,low,30,3,216
32,male,1.61,45,17.4,3355,strength,low,20,5,64
61,male,1.56,46,18.9,2658,yoga,low,25,2,82
62,male,1.72,117,39.5,3062,yoga,low,21,3,175
31,male,1.57,91,36.9,1865,cardio,high,20,5,312
25,female,1.84,76,22.4,2131,cardio+strength,medium,33,4,286
46,female,1.82,79,23.8,3971,cardio+strength,medium,44,5,397
57,male,1.87,105,30.0,2318,yoga,low,27,3,202
39,female,1.58,116,46.5,3232,cardio,high,21,6,417
38,male,1.67,94,33.7,1880,cardio,high,20,6,322
44,male,1.77,59,18.8,3528,cardio+strength,high,56,6,566
56,male,1.6,95,37.1,1824,yoga,low,27,3,183
24,male,1.79,78,24.3,2518,cardio+strength,medium,43,4,383
51,male,1.73,45,15.0,3602,yoga,low,20,2,64
47,female,1.66,99,35.9,3828,cardio,high,24,6,407
31,male,1.83,42,12.5,1966,strength,low,20,5,60
57,female,1.54,63,26.6,3109,yoga,low,20,2,90
